label,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191,var192,var193,var194,var195,var196,var197,var198,var199,var200,var201,var202,var203,var204,var205,var206,var207,var208,var209,var210,var211,var212,var213,var214,var215,var216,var217,var218,var219,var220,var221,var222,var223,var224,var225,var226,var227,var228,var229,var230,var231,var232,var233,var234,var235,var236,var237,var238,var239,var240,var241,var242,var243,var244,var245,var246,var247,var248,var249,var250,var251,var252,var253,var254,var255,var256,var257,var258,var259,var260,var261
Megaloh,106, 200, 0, 100, 100, 0, 118, 228, 100, 100, 0, 0, 0, 0, 0, 200, 0, 8, 0, 0, 426, 0, 222, 120, 2, 200, 0, 0, 244, 0, 0, 0, 100, 0, 0, 0, 100, 200, 4, 0, 0, 100, 0, 0, 2, 102, 100, 100, 12, 0, 0, 340, 0, 100, 100, 0, 100, 322, 0, 100, 100, 200, 0, 276, 0, 0, 0, 0, 0, 0, 44, 0, 100, 0, 0, 0, 200, 44, 100, 56, 236, 222, 0, 100, 0, 106, 100, 200, 0, 0, 0, 0, 444, 0, 100, 100, 0, 252, 200, 100, 0, 0, 100, 0, 100, 0, 0, 0, 298, 0, 106, 244, 0, 0, 100, 0, 246, 100, 100, 0, 0, 0, 100, 4, 0, 0, 100, 100, 0, 100, 100, 288, 0, 0, 0, 0, 0, 0, 0, 988, 0, 0, 0, 100, 0, 0, 4, 100, 0, 102, 100, 0, 0, 0, 0, 0, 0, 0, 0, 102, 206, 100, 0, 0, 0, 200, 0, 0, 0, 0, 0, 102, 284, 0, 244, 0, 0, 270, 100, 0, 122, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 0, 2, 0, 0, 266, 100, 100, 0, 0, 100, 0, 0, 100, 0, 0, 0, 4, 0, 100, 100, 4, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 206, 100, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0
Track Strassenbande,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
KC Rebell,0, 0, 100, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 12, 0, 0, 100, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 60, 0, 2, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 248, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 4, 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 100, 0, 100, 0, 0, 0, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 100, 0, 2, 0, 0, 0, 0, 16, 0, 124, 0, 100, 100, 102, 0, 0, 0, 102, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 100, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 100, 0, 0, 0, 0, 100, 100, 0, 0, 0, 100, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0
OZ,0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 244, 0, 200, 0, 0, 8, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 632, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 702, 2, 0, 100, 0, 0, 0, 22, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0
Groove Attack GmbH,0, 100, 104, 100, 0, 0, 0, 0, 338, 122, 0, 0, 0, 392, 0, 0, 200, 102, 0, 0, 100, 0, 432, 126, 0, 0, 0, 0, 0, 0, 6, 0, 22, 200, 0, 0, 0, 148, 408, 208, 44, 0, 0, 0, 200, 210, 200, 100, 0, 0, 0, 108, 0, 0, 0, 0, 4, 0, 0, 0, 0, 700, 0, 0, 100, 0, 0, 0, 0, 0, 152, 0, 242, 0, 100, 100, 448, 0, 98, 0, 0, 266, 0, 450, 0, 100, 6, 100, 594, 0, 0, 0, 118, 0, 0, 176, 0, 182, 100, 424, 0, 44, 0, 0, 0, 0, 0, 200, 232, 2978, 194, 300, 0, 930, 0, 200, 206, 200, 268, 0, 0, 244, 0, 0, 0, 100, 0, 4, 0, 0, 0, 294, 1140, 0, 0, 0, 2, 22, 0, 100, 0, 102, 0, 276, 0, 0, 376, 258, 0, 396, 328, 104, 100, 0, 0, 0, 0, 2, 0, 190, 2, 278, 0, 0, 0, 0, 0, 0, 4, 100, 0, 230, 114, 0, 200, 0, 0, 818, 0, 0, 100, 220, 0, 0, 0, 104, 0, 0, 144, 4, 0, 578, 0, 110, 0, 162, 214, 0, 216, 0, 0, 124, 0, 534, 0, 0, 0, 200, 0, 116, 0, 218, 2, 0, 322, 100, 0, 0, 216, 0, 0, 0, 100, 2, 100, 0, 0, 202, 0, 114, 0, 238, 208, 216, 112, 0, 0, 0, 100, 0, 0, 12, 0, 226, 0, 242, 0, 116, 222, 100, 0, 0, 0, 0, 0, 0, 4, 0, 132, 6, 0, 0
Alpa Gun,0, 0, 100, 0, 0, 0, 0, 0, 100, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 212, 4, 0, 0, 0, 100, 0, 0, 0, 0, 8, 0, 0, 0, 0, 100, 0, 0, 0, -8, 8, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 4, 0, 360, 100, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 416, 0, 718, 0, 0, 12, 100, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 8, 0, 2, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 12, 0, 0, 0, 4, 0, 0, 170, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Johnny Pepp,0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 212, 0, 0, 100, 0, 0, 0, 0, 0, 0, 200, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 906, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 100, 282, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 120, 0, 100, 0, 0, 0, 214, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 124, 0, 0, 72, 148, 130, 0, 0, 0, 0, 2, 0, 0, 124, 0, 0, 664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1114, 1330, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 244, 0, 0, 0, 0, 200, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 200, 0, 0, 2, 0, 0, 236, 0, 0, 332, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 282, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Pa Sports,0, 0, 100, 0, 0, 0, 0, 0, 126, 150, 0, 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 12, 0, 2, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 2, 0, 0, 0, 2, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 762, 0, 100, -88, 0, 0, 0, 12, 0, 0, 0, 30, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 100, 0, 0, 200, 2, 2, 0, 0, 0, 0, 100, 0, 344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 202, 0, 0, 88, 0, 0, 0, 240, 0, 100, 350, 100, 316, 44, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 100, 0, 100, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 102, 0, 0, 0, 112, 0, 0, 0, 0, 20, 0, 0, 0
RAF Camora,0, 0, 102, 0, 0, 0, 6, 0, 284, 212, 0, 0, 0, 0, 0, 210, 0, 100, 0, 0, 0, 0, 54, 106, 100, 0, 0, 0, 0, 0, 0, 8, 226, 0, 0, 0, 100, 100, 214, 100, 100, 136, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 218, 100, 100, 100, 0, 8, 0, 100, 112, 0, 0, 104, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 242, 290, 118, 0, 200, 100, 0, 604, 0, 0, 0, 290, 0, 0, 100, 0, 104, 218, 100, 236, 0, 100, 0, 0, 100, 0, 100, 210, 24, 100, 270, 0, 212, 0, 118, 114, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 448, 112, 0, 104, 0, 16, 0, 0, 124, 0, 122, 0, 260, 0, 100, 0, 672, 0, 100, 100, 204, 4, 0, 0, 292, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 118, 168, 0, 4, 0, 0, 0, 0, 0, 104, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 282, 0, 0, 0, 0, 100, 100, 0, 156, 0, 2, 100, 100, 100, 0, 274, 0, 0, 118, 0, 0, 4, 0, 0, 292, 0, 0, 6, 0, 110, 0, 0, 0, 2, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 100, 118, 0, 0, 0, 0, 4, 112, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 104
Nicone,0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 342, 0, 0, 0, 14, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 438, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 100, 0, 0, 0, 0, 38, 22, 0, 100, 2, 2, 0, 0, 0, 0, 0, 0, 1034, 0, 0, 0, 0, 0, 324, 0, 0, 238, 0, 100, 0, 0, 0, 0, 200, 0, 294, 100, 0, 0, 378, 0, 0, 0, 0, 0, 0, 0, -36, 0, 0, 0, 0, 0, 0, 0, 0, 484, 0, 0, 0, 0, 0, 48, 0, 4, 0, 0, 0, 0, 0, 0, 248, 0, 648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, 100, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 100, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
CRO,0, 200, 0, 200, 0, 0, 102, 204, 100, 106, 0, 200, 0, 100, 0, 0, 200, 100, 0, 0, 0, 100, 200, 200, 200, 100, 0, 100, 224, 0, 100, 0, 100, 100, 106, 0, 100, 992, 100, 100, 204, 0, 0, 0, 0, 100, 100, 206, 0, 0, 0, 0, 0, 0, 0, 0, 100, 200, 100, 200, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 200, 212, 200, 100, 0, 102, 100, 0, 100, 0, 100, 200, 214, 100, 0, 0, 0, 0, 0, 100, 100, 0, 100, 0, 100, 0, 100, 0, 0, 0, 0, 0, 100, 224, 0, 200, 100, 0, 0, 0, 102, 454, 0, 100, 0, 200, 0, 0, 0, 0, 100, 0, 108, 0, 0, 100, 200, 100, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 0, 360, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 100, 0, 0, 100, 336, 0, 100, 0, 0, 100, 100, 0, 290, 200, 0, 0, 0, 100, 126, 0, 200, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 748, 200, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0
B-Tight,0, 0, 190, 100, 0, 0, 100, 100, 0, 54, 100, 100, 0, 100, 0, 100, 198, 100, 0, 0, 100, 0, 100, 100, 100, 0, 0, 0, 310, 100, 100, -6, 200, 0, 200, 0, 0, 200, 106, 200, 0, 100, 100, 0, 200, 0, 200, 0, 0, 0, 0, 212, 100, 0, 0, 100, 200, 100, 0, 100, 110, 100, 100, 0, 100, 0, 0, 200, 0, 0, 108, 148, 0, 0, 200, 200, 0, 0, 100, 0, 0, 102, 0, 0, 100, 100, 100, 100, 200, 0, 200, 0, 224, 0, 0, 100, 100, 0, 206, 244, 100, 102, 200, 0, 0, 0, 0, 0, 206, 106, 760, 216, 100, 200, 200, 0, 200, 200, 0, 100, 100, 0, 224, 0, 6, 0, 0, 0, 0, 0, 0, 282, 100, 0, 200, 0, 102, 0, 0, 100, 0, 0, 0, 218, 100, 0, 0, 100, 0, 100, 1846, 0, 0, 0, 0, 0, 102, 100, 200, 0, 200, 100, 100, 0, 100, 0, 0, 200, 100, 0, 0, 100, 100, 100, 100, 100, 0, 100, 100, 0, 200, 200, 0, 0, 2, 124, 200, 0, 100, 0, 0, 212, 0, 100, 0, 100, 94, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 220, 0, 0, 0, 202, 0, 100, 0, 104, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 100, 0, 108, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0
Mohamed Mozart,0, 0, 212, 0, 0, 0, 0, 0, 78, 106, 0, 0, 0, 0, 0, 0, 200, 522, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 144, 0, 114, 144, 68, 0, 0, 0, 0, 0, 0, 0, 284, 0, 0, 0, 126, 200, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 0, 0, 1340, 0, 0, 0, 0, 0, 2, 0, 0, 768, 0, 0, 0, 0, 0, 0, 0, 816, 0, 56, 0, 0, 0, 0, 0, 0, 100, 0, 626, 0, 0, 0, 100, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 200, 100, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 1000, 0, 0, 0, 0, 0, 0, 2654, 0, 210, 0, 0, 20, 260, 0, 0, 0, 964, 0, 0, 200, 478, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 100, 0, 0, 200, 0, 0, 0, 200, 0, 0, 144, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 100, 0, 0, 122, 44, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0
FARD,0, 0, 30, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 36, 0, 0, 364, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 100, 0, 112, 0, 0, 124, 0, 0, 100, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 102, 0, 236, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 226, 0, 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 136, 0, 0, 0, 24, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 6, 282, 0, 0, 4, 0, 0, 0, 24, 6, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0
ZGZGNMSKLN,0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 400, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 100, 144, 0, 0, 0, 0, 0, 100, 0, 268, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 4, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 250, 0, 0, 102, 0, 0, 0, 0, 0, 0, 100, 0, 366, 0, 0, 0, 200, 0, 0, 0, 248, 2, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 222, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 100, -38, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 106, 102, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0
Arafat,0, 100, 0, 0, 0, 0, 0, 0, 0, 406, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 896, 0, 0, 0, 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 190, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 272, 0, 0, 142, 0, 0, 296, 0, 0, 0, 8, 100, 0, 4, 0, 0, 0, 0, 0, 0, 376, 0, 0, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 6, 24, 100, 0, 0, 0, 0, 0, 0, 2986, 0, 0, 0, -2, 0, 0, 1810, 0, 0, 126, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 112, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0
